date,time,bug_id,degree,depth,severity,votes,comment_count,day_counter
2013-08-21 00:00:00.000000,2013-08-21 20:55:03.506613,834836,0,0,3,0,56,51
2013-08-30 00:00:00.000000,2013-08-28 20:03:14.063365,903211,0,0,3,3,9,60
2013-09-01 00:00:00.000000,2013-08-31 23:59:00.904337,903876,1,1,3,0,3,62
2013-09-09 00:00:00.000000,2013-09-09 08:29:30.747462,900465,0,0,3,0,5,70
2013-09-11 00:00:00.000000,2013-09-11 04:57:56.068902,909562,1,1,4,1,24,72
2013-09-16 00:00:00.000000,2013-09-15 18:59:48.963396,908534,1,2,3,0,43,77
2013-09-25 00:00:00.000000,2013-09-22 10:20:22.294679,910976,1,1,3,1,4,86
2013-09-26 00:00:00.000000,2013-09-26 00:53:36.521739,912817,1,1,3,0,8,87
2013-10-15 00:00:00.000000,2013-10-14 04:59:02.786835,922944,0,0,3,0,2,14
2013-10-24 00:00:00.000000,2013-10-23 09:57:10.907413,925680,1,1,3,1,5,23
2013-10-28 00:00:00.000000,2013-10-27 05:42:27.849892,926781,1,1,3,3,3,27
2013-11-05 00:00:00.000000,2013-11-05 11:18:35.970471,930480,0,0,3,0,2,35
2013-11-21 00:00:00.000000,2013-11-17 11:41:27.148570,932177,0,0,3,0,7,51
2013-11-25 00:00:00.000000,2013-11-24 03:24:01.033528,935393,1,1,3,0,3,55
2013-11-25 00:00:00.000000,2013-11-23 12:26:00.000000,937324,0,0,5,0,4,55
2013-12-04 00:00:00.000000,2013-12-04 07:22:51.141187,934967,0,0,3,5,58,64
2013-12-08 00:00:00.000000,2013-12-07 13:33:35.619809,933085,0,0,3,0,8,68
2013-12-15 00:00:00.000000,2013-12-15 06:06:29.418640,943937,0,0,3,0,25,75
2013-12-20 00:00:00.000000,2013-12-20 00:59:26.447247,937663,1,1,3,1,15,80
2013-12-26 00:00:00.000000,2013-12-21 17:55:28.108274,950451,0,0,3,0,2,86
2013-12-26 00:00:00.000000,2013-12-20 19:49:07.826087,944078,0,0,3,0,1,86
2014-01-05 00:00:00.000000,2014-01-05 05:17:00.585481,956536,0,0,3,0,3,4
2014-01-20 00:00:00.000000,2014-01-18 05:31:49.406337,956686,0,0,3,0,1,19
