,day_counter,0,1,2,3,4,5,6,7
2011-12-22,720,179,23,,,,,,
2011-12-23,721,178,23,,,,,,
2011-12-24,722,178,23,,,,,,
2011-12-25,723,178,23,,,,,,
2011-12-26,724,178,23,,,,,,
2011-12-27,725,178,23,,,,,,
2011-12-28,726,178,23,,,,,,
2011-12-29,727,178,23,,,,,,
2011-12-30,728,178,23,,,,,,
2011-12-31,729,178,23,,,,,,
2012-01-01,730,177,23,,,,,,
2012-01-02,731,177,23,,,,,,
2012-01-03,732,177,23,,,,,,
2012-01-04,733,177,23,,,,,,
2012-01-05,734,177,23,,,,,,
2012-01-06,735,177,23,,,,,,
2012-01-07,736,177,23,,,,,,
2012-01-08,737,177,23,,,,,,
2012-01-09,738,177,23,,,,,,
2012-01-10,739,177,23,,,,,,
2012-01-11,740,177,23,,,,,,
2012-01-12,741,177,23,,,,,,
2012-01-13,742,177,23,,,,,,
2012-01-14,743,177,23,,,,,,
2012-01-15,744,177,23,,,,,,
2012-01-16,745,177,23,,,,,,
2012-01-17,746,177,23,,,,,,
2012-01-18,747,177,23,,,,,,
2012-01-19,748,177,23,,,,,,
2012-01-20,749,177,23,,,,,,
2012-01-21,750,177,23,,,,,,
2012-01-22,751,177,23,,,,,,
2012-01-23,752,177,23,,,,,,
2012-01-24,753,177,23,,,,,,
2012-01-25,754,177,23,,,,,,
2012-01-26,755,178,23,,,,,,
2012-01-27,756,178,23,,,,,,
2012-01-28,757,178,23,,,,,,
2012-01-29,758,178,23,,,,,,
2012-01-30,759,178,23,,,,,,
2012-01-31,760,179,23,,,,,,
2012-02-01,761,179,23,,,,,,
2012-02-02,762,179,22,,,,,,
2012-02-03,763,178,22,,,,,,
2012-02-04,764,179,22,,,,,,
2012-02-05,765,179,22,,,,,,
2012-02-06,766,179,22,,,,,,
2012-02-07,767,179,22,,,,,,
2012-02-08,768,179,22,,,,,,
2012-02-09,769,179,22,,,,,,
2012-02-10,770,180,22,,,,,,
2012-02-11,771,180,22,,,,,,
2012-02-12,772,180,22,,,,,,
2012-02-13,773,181,22,,,,,,
2012-02-14,774,181,22,,,,,,
2012-02-15,775,181,22,,,,,,
2012-02-16,776,181,22,,,,,,
2012-02-17,777,181,22,,,,,,
2012-02-18,778,181,22,,,,,,
2012-02-19,779,181,22,,,,,,
2012-02-20,780,182,22,,,,,,
2012-02-21,781,183,22,,,,,,
2012-02-22,782,184,22,,,,,,
2012-02-23,783,184,22,,,,,,
2012-02-24,784,184,22,,,,,,
2012-02-25,785,183,24,,,,,,
2012-02-26,786,182,24,,,,,,
2012-02-27,787,182,24,,,,,,
2012-02-28,788,182,24,,,,,,
2012-02-29,789,182,24,,,,,,
2012-03-01,790,181,27,,,,,,
2012-03-02,791,182,27,,,,,,
2012-03-03,792,182,27,,,,,,
2012-03-04,793,182,27,,,,,,
2012-03-05,794,182,27,,,,,,
2012-03-06,795,182,27,,,,,,
2012-03-07,796,182,27,,,,,,
2012-03-08,797,183,27,,,,,,
2012-03-09,798,183,27,,,,,,
2012-03-10,799,183,27,,,,,,
2012-03-11,800,183,27,,,,,,
2012-03-12,801,183,27,,,,,,
2012-03-13,802,183,27,,,,,,
2012-03-14,803,183,27,,,,,,
2012-03-15,804,183,25,,,,,,
2012-03-16,805,183,25,,,,,,
2012-03-17,806,181,27,,,,,,
2012-03-18,807,182,27,,,,,,
2012-03-19,808,182,27,,,,,,
2012-03-20,809,182,27,,,,,,
2012-03-21,810,182,27,,,,,,
2012-03-22,811,182,27,,,,,,
2012-03-23,812,182,27,,,,,,
2012-03-24,813,182,27,,,,,,
2012-03-25,814,183,27,,,,,,
2012-03-26,815,183,27,,,,,,
2012-03-27,816,183,27,,,,,,
2012-03-28,817,183,27,,,,,,
2012-03-29,818,185,24,,,,,,
2012-03-30,819,185,24,,,,,,
2012-03-31,820,185,24,,,,,,
2012-04-01,821,185,24,,,,,,
2012-04-02,822,185,24,,,,,,
2012-04-03,823,185,24,,,,,,
2012-04-04,824,183,26,,,,,,
2012-04-05,825,185,24,,,,,,
2012-04-06,826,185,24,,,,,,
2012-04-07,827,185,24,,,,,,
2012-04-08,828,185,24,,,,,,
2012-04-09,829,184,24,,,,,,
2012-04-10,830,184,24,,,,,,
2012-04-11,831,183,24,,,,,,
2012-04-12,832,184,24,,,,,,
2012-04-13,833,182,26,,,,,,
2012-04-14,834,182,26,,,,,,
2012-04-15,835,182,26,,,,,,
2012-04-16,836,182,26,,,,,,
2012-04-17,837,182,26,,,,,,
2012-04-18,838,182,26,,,,,,
2012-04-19,839,182,26,,,,,,
2012-04-20,840,182,26,,,,,,
2012-04-21,841,182,26,,,,,,
2012-04-22,842,181,26,,,,,,
2012-04-23,843,181,26,,,,,,
2012-04-24,844,180,26,,,,,,
2012-04-25,845,180,26,,,,,,
2012-04-26,846,180,26,,,,,,
2012-04-27,847,180,26,,,,,,
2012-04-28,848,181,26,,,,,,
2012-04-29,849,181,26,,,,,,
2012-04-30,850,181,26,,,,,,
2012-05-01,851,179,28,,,,,,
2012-05-02,852,179,28,,,,,,
2012-05-03,853,179,28,,,,,,
2012-05-04,854,180,28,,,,,,
2012-05-05,855,180,28,,,,,,
2012-05-06,856,180,28,,,,,,
2012-05-07,857,180,28,,,,,,
2012-05-08,858,181,26,,,,,,
2012-05-09,859,181,26,,,,,,
2012-05-10,860,181,26,,,,,,
2012-05-11,861,180,26,,,,,,
2012-05-12,862,180,26,,,,,,
2012-05-13,863,180,26,,,,,,
2012-05-14,864,179,26,,,,,,
2012-05-15,865,179,26,,,,,,
2012-05-16,866,179,26,,,,,,
2012-05-17,867,179,26,,,,,,
2012-05-18,868,179,26,,,,,,
2012-05-19,869,179,26,,,,,,
2012-05-20,870,180,26,,,,,,
2012-05-21,871,181,26,,,,,,
2012-05-22,872,181,26,,,,,,
2012-05-23,873,181,26,,,,,,
2012-05-24,874,181,26,,,,,,
2012-05-25,875,181,26,,,,,,
2012-05-26,876,181,26,,,,,,
2012-05-27,877,181,26,,,,,,
2012-05-28,878,181,26,,,,,,
2012-05-29,879,181,26,,,,,,
2012-05-30,880,181,26,,,,,,
2012-05-31,881,181,26,,,,,,
2012-06-01,882,181,26,,,,,,
2012-06-02,883,181,26,,,,,,
2012-06-03,884,181,26,,,,,,
2012-06-04,885,181,26,,,,,,
2012-06-05,886,181,26,,,,,,
2012-06-06,887,183,24,,,,,,
2012-06-07,888,182,26,,,,,,
2012-06-08,889,182,26,,,,,,
2012-06-09,890,182,26,,,,,,
2012-06-10,891,182,26,,,,,,
2012-06-11,892,182,26,,,,,,
2012-06-12,893,182,26,,,,,,
2012-06-13,894,180,28,,,,,,
2012-06-14,895,181,28,,,,,,
2012-06-15,896,181,28,,,,,,
2012-06-16,897,181,28,,,,,,
2012-06-17,898,181,28,,,,,,
2012-06-18,899,181,28,,,,,,
2012-06-19,900,181,28,,,,,,
2012-06-20,901,180,28,,,,,,
2012-06-21,902,180,28,,,,,,
2012-06-22,903,181,28,,,,,,
2012-06-23,904,182,28,,,,,,
2012-06-24,905,182,28,,,,,,
2012-06-25,906,182,28,,,,,,
2012-06-26,907,183,28,,,,,,
2012-06-27,908,184,28,,,,,,
2012-06-28,909,184,28,,,,,,
2012-06-29,910,184,28,,,,,,
2012-06-30,911,184,28,,,,,,
2012-07-01,912,184,28,,,,,,
2012-07-02,913,184,28,,,,,,
2012-07-03,914,184,28,,,,,,
2012-07-04,915,181,31,,,,,,
2012-07-05,916,181,31,,,,,,
2012-07-06,917,181,31,,,,,,
2012-07-07,918,181,31,,,,,,
2012-07-08,919,181,31,,,,,,
2012-07-09,920,181,31,,,,,,
2012-07-10,921,181,31,,,,,,
2012-07-11,922,181,31,,,,,,
2012-07-12,923,181,31,,,,,,
2012-07-13,924,181,31,,,,,,
2012-07-14,925,181,31,,,,,,
2012-07-15,926,181,31,,,,,,
2012-07-16,927,181,31,,,,,,
2012-07-17,928,181,31,,,,,,
2012-07-18,929,182,31,,,,,,
2012-07-19,930,182,31,,,,,,
2012-07-20,931,182,31,,,,,,
2012-07-21,932,182,31,,,,,,
2012-07-22,933,182,31,,,,,,
2012-07-23,934,182,31,,,,,,
2012-07-24,935,182,31,,,,,,
2012-07-25,936,182,31,,,,,,
2012-07-26,937,182,31,,,,,,
2012-07-27,938,182,31,,,,,,
2012-07-28,939,182,31,,,,,,
2012-07-29,940,182,31,,,,,,
2012-07-30,941,182,31,,,,,,
2012-07-31,942,182,31,,,,,,
2012-08-01,943,181,31,,,,,,
2012-08-02,944,181,31,,,,,,
2012-08-03,945,182,31,,,,,,
2012-08-04,946,182,31,,,,,,
2012-08-05,947,182,31,,,,,,
2012-08-06,948,182,31,,,,,,
2012-08-07,949,184,31,,,,,,
2012-08-08,950,184,31,,,,,,
2012-08-09,951,184,31,,,,,,
2012-08-10,952,184,31,,,,,,
2012-08-11,953,184,29,3,,,,,
2012-08-12,954,186,29,3,,,,,
2012-08-13,955,186,29,3,,,,,
2012-08-14,956,186,29,3,,,,,
2012-08-15,957,186,29,3,,,,,
2012-08-16,958,186,29,3,,,,,
2012-08-17,959,186,29,3,,,,,
2012-08-18,960,186,29,3,,,,,
2012-08-19,961,186,29,3,,,,,
2012-08-20,962,186,29,3,,,,,
2012-08-21,963,186,29,3,,,,,
2012-08-22,964,186,29,3,,,,,
2012-08-23,965,186,29,3,,,,,
2012-08-24,966,186,30,3,,,,,
2012-08-25,967,186,30,3,,,,,
2012-08-26,968,186,30,3,,,,,
2012-08-27,969,186,30,3,,,,,
2012-08-28,970,186,30,3,,,,,
2012-08-29,971,185,30,3,,,,,
2012-08-30,972,185,30,3,,,,,
2012-08-31,973,185,30,3,,,,,
2012-09-01,974,186,30,3,,,,,
2012-09-02,975,186,30,3,,,,,
2012-09-03,976,186,29,3,,,,,
2012-09-04,977,186,29,3,,,,,
2012-09-05,978,186,29,3,,,,,
2012-09-06,979,186,29,3,,,,,
2012-09-07,980,186,29,3,,,,,
2012-09-08,981,186,29,3,,,,,
2012-09-09,982,186,29,3,,,,,
2012-09-10,983,186,29,3,,,,,
2012-09-11,984,185,29,3,,,,,
2012-09-12,985,185,29,3,,,,,
2012-09-13,986,185,29,3,,,,,
2012-09-14,987,185,29,3,,,,,
2012-09-15,988,185,29,3,,,,,
2012-09-16,989,185,29,3,,,,,
2012-09-17,990,186,27,3,,,,,
2012-09-18,991,186,27,3,,,,,
2012-09-19,992,186,27,3,,,,,
2012-09-20,993,186,27,3,,,,,
2012-09-21,994,186,27,3,,,,,
2012-09-22,995,187,27,3,,,,,
2012-09-23,996,187,27,3,,,,,
2012-09-24,997,186,27,3,,,,,
2012-09-25,998,186,27,3,,,,,
2012-09-26,999,186,27,3,,,,,
2012-09-27,1000,186,27,3,,,,,
2012-09-28,1001,186,27,3,,,,,
2012-09-29,1002,186,27,3,,,,,
2012-09-30,1003,186,27,3,,,,,
2012-10-01,1004,186,27,3,,,,,
2012-10-02,1005,186,27,3,,,,,
2012-10-03,1006,186,27,3,,,,,
2012-10-04,1007,186,27,3,,,,,
2012-10-05,1008,186,27,3,,,,,
2012-10-06,1009,186,27,3,,,,,
2012-10-07,1010,186,27,3,,,,,
2012-10-08,1011,186,27,3,,,,,
2012-10-09,1012,186,27,3,,,,,
2012-10-10,1013,188,27,3,,,,,
2012-10-11,1014,189,27,3,,,,,
2012-10-12,1015,189,27,3,,,,,
2012-10-13,1016,189,27,3,,,,,
2012-10-14,1017,190,27,3,,,,,
2012-10-15,1018,191,27,3,,,,,
2012-10-16,1019,191,27,3,,,,,
2012-10-17,1020,191,27,3,,,,,
2012-10-18,1021,190,30,3,,,,,
2012-10-19,1022,191,30,3,,,,,
2012-10-20,1023,191,30,3,,,,,
2012-10-21,1024,192,30,3,,,,,
2012-10-22,1025,192,30,3,,,,,
2012-10-23,1026,192,30,3,,,,,
2012-10-24,1027,192,30,3,,,,,
2012-10-25,1028,192,30,3,,,,,
2012-10-26,1029,192,30,3,,,,,
2012-10-27,1030,192,30,3,,,,,
2012-10-28,1031,192,30,3,,,,,
2012-10-29,1032,192,30,3,,,,,
2012-10-30,1033,192,32,,,,,,
2012-10-31,1034,192,32,,,,,,
2012-11-01,1035,193,32,,,,,,
2012-11-02,1036,194,32,,,,,,
2012-11-03,1037,194,32,,,,,,
2012-11-04,1038,194,32,,,,,,
2012-11-05,1039,194,32,,,,,,
2012-11-06,1040,194,32,,,,,,
2012-11-07,1041,194,32,,,,,,
2012-11-08,1042,195,32,,,,,,
2012-11-09,1043,195,32,,,,,,
2012-11-10,1044,195,32,,,,,,
2012-11-11,1045,195,32,,,,,,
2012-11-12,1046,195,32,,,,,,
2012-11-13,1047,195,32,,,,,,
2012-11-14,1048,195,32,,,,,,
2012-11-15,1049,194,32,,,,,,
2012-11-16,1050,194,32,,,,,,
2012-11-17,1051,194,32,,,,,,
2012-11-18,1052,194,32,,,,,,
2012-11-19,1053,195,32,,,,,,
2012-11-20,1054,195,32,,,,,,
2012-11-21,1055,195,32,,,,,,
2012-11-22,1056,195,32,,,,,,
2012-11-23,1057,196,32,,,,,,
2012-11-24,1058,196,32,,,,,,
2012-11-25,1059,196,32,,,,,,
2012-11-26,1060,196,29,6,,,,,
2012-11-27,1061,196,29,6,,,,,
2012-11-28,1062,197,29,6,,,,,
2012-11-29,1063,198,29,6,,,,,
2012-11-30,1064,198,29,6,,,,,
2012-12-01,1065,198,29,6,,,,,
2012-12-02,1066,198,29,6,,,,,
2012-12-03,1067,198,29,6,,,,,
2012-12-04,1068,198,29,6,,,,,
2012-12-05,1069,198,29,6,,,,,
2012-12-06,1070,198,29,6,,,,,
2012-12-07,1071,194,29,8,,,,,
2012-12-08,1072,194,29,8,,,,,
2012-12-09,1073,194,29,8,,,,,
2012-12-10,1074,194,29,8,,,,,
2012-12-11,1075,194,29,8,,,,,
2012-12-12,1076,196,27,8,,,,,
2012-12-13,1077,196,27,8,,,,,
2012-12-14,1078,195,27,8,,,,,
2012-12-15,1079,195,27,8,,,,,
2012-12-16,1080,195,27,8,,,,,
2012-12-17,1081,199,27,8,,,,,
2012-12-18,1082,199,27,8,,,,,
2012-12-19,1083,199,27,8,,,,,
2012-12-20,1084,200,27,8,,,,,
2012-12-21,1085,200,27,8,,,,,
2012-12-22,1086,200,27,8,,,,,
2012-12-23,1087,200,27,8,,,,,
2012-12-24,1088,200,27,8,,,,,
2012-12-25,1089,200,27,8,,,,,
2012-12-26,1090,200,27,8,,,,,
2012-12-27,1091,199,27,9,,,,,
2012-12-28,1092,199,27,9,,,,,
2012-12-29,1093,199,27,9,,,,,
2012-12-30,1094,199,27,9,,,,,
2012-12-31,1095,199,27,9,,,,,
2013-01-01,1096,199,27,9,,,,,
2013-01-02,1097,199,27,9,,,,,
2013-01-03,1098,199,27,9,,,,,
2013-01-04,1099,198,27,9,,,,,
2013-01-05,1100,198,27,9,,,,,
2013-01-06,1101,198,27,9,,,,,
2013-01-07,1102,198,27,9,,,,,
2013-01-08,1103,198,27,9,,,,,
2013-01-09,1104,198,27,9,,,,,
2013-01-10,1105,198,27,9,,,,,
2013-01-11,1106,198,27,9,,,,,
2013-01-12,1107,198,27,9,,,,,
2013-01-13,1108,197,27,9,,,,,
2013-01-14,1109,197,27,9,,,,,
2013-01-15,1110,198,27,9,,,,,
2013-01-16,1111,198,27,9,,,,,
2013-01-17,1112,198,27,9,,,,,
2013-01-18,1113,198,27,9,,,,,
2013-01-19,1114,198,27,9,,,,,
2013-01-20,1115,197,27,9,,,,,
2013-01-21,1116,199,27,9,,,,,
2013-01-22,1117,199,27,9,,,,,
2013-01-23,1118,199,27,9,,,,,
2013-01-24,1119,199,27,9,,,,,
2013-01-25,1120,199,27,13,,,,,
2013-01-26,1121,199,27,13,,,,,
2013-01-27,1122,199,27,13,,,,,
2013-01-28,1123,199,27,13,,,,,
2013-01-29,1124,198,27,13,,,,,
2013-01-30,1125,198,29,13,,,,,
2013-01-31,1126,200,29,13,,,,,
2013-02-01,1127,201,29,13,,,,,
2013-02-02,1128,201,29,13,,,,,
2013-02-03,1129,201,29,13,,,,,
2013-02-04,1130,201,29,13,,,,,
2013-02-05,1131,200,29,13,,,,,
2013-02-06,1132,197,29,10,8,,,,
2013-02-07,1133,196,31,10,8,,,,
2013-02-08,1134,196,31,10,8,,,,
2013-02-09,1135,196,31,10,8,,,,
2013-02-10,1136,196,31,10,8,,,,
2013-02-11,1137,196,31,10,8,,,,
2013-02-12,1138,195,31,12,9,,,,
2013-02-13,1139,194,31,12,9,,,,
2013-02-14,1140,196,31,12,9,,,,
2013-02-15,1141,197,31,12,9,,,,
2013-02-16,1142,195,33,12,10,,,,
2013-02-17,1143,195,33,12,10,,,,
2013-02-18,1144,195,34,12,10,,,,
2013-02-19,1145,195,34,12,10,,,,
2013-02-20,1146,193,35,12,10,,,,
2013-02-21,1147,193,35,,23,,,,
2013-02-22,1148,192,35,,23,,,,
2013-02-23,1149,191,35,,23,,,,
2013-02-24,1150,191,37,,23,,,,
2013-02-25,1151,191,37,,23,,,,
2013-02-26,1152,192,37,,23,,,,
2013-02-27,1153,192,37,,23,,,,
2013-02-28,1154,193,37,,23,,,,
2013-03-01,1155,194,37,,23,,,,
2013-03-02,1156,194,37,,23,,,,
2013-03-03,1157,194,37,,23,,,,
2013-03-04,1158,194,37,,23,,,,
2013-03-05,1159,194,37,,23,,,,
2013-03-06,1160,194,37,,23,,,,
2013-03-07,1161,194,37,,23,,,,
2013-03-08,1162,194,37,,23,,,,
2013-03-09,1163,194,37,,23,,,,
2013-03-10,1164,194,37,,23,,,,
2013-03-11,1165,194,37,,22,,,,
2013-03-12,1166,194,37,,22,,,,
2013-03-13,1167,194,37,,22,,,,
2013-03-14,1168,195,36,,22,,,,
2013-03-15,1169,195,36,,22,,,,
2013-03-16,1170,195,36,,22,,,,
2013-03-17,1171,195,36,,22,,,,
2013-03-18,1172,195,36,,22,,,,
2013-03-19,1173,194,36,,22,,,,
2013-03-20,1174,194,36,,22,,,,
2013-03-21,1175,195,34,,22,,,,
2013-03-22,1176,195,34,,22,,,,
2013-03-23,1177,195,34,,22,,,,
2013-03-24,1178,195,34,,22,,,,
2013-03-25,1179,195,34,,22,,,,
2013-03-26,1180,195,34,,22,,,,
2013-03-27,1181,197,32,,22,,,,
2013-03-28,1182,198,32,,22,,,,
2013-03-29,1183,198,32,,22,,,,
2013-03-30,1184,198,32,,22,,,,
2013-03-31,1185,197,32,,22,,,,
2013-04-01,1186,197,32,,22,,,,
2013-04-02,1187,196,32,,23,,,,
2013-04-03,1188,196,32,,23,,,,
2013-04-04,1189,196,32,,23,,,,
2013-04-05,1190,197,32,,23,,,,
2013-04-06,1191,197,32,,23,,,,
2013-04-07,1192,198,32,,23,,,,
2013-04-08,1193,198,32,,23,,,,
2013-04-09,1194,198,32,,23,,,,
2013-04-10,1195,198,32,,23,,,,
2013-04-11,1196,202,29,,24,,,,
2013-04-12,1197,201,31,,24,,,,
2013-04-13,1198,202,31,,24,,,,
2013-04-14,1199,202,31,,24,,,,
2013-04-15,1200,202,31,,24,,,,
2013-04-16,1201,203,31,,24,,,,
2013-04-17,1202,203,31,,24,,,,
2013-04-18,1203,204,31,,24,,,,
2013-04-19,1204,204,31,,24,,,,
2013-04-20,1205,206,31,,24,,,,
2013-04-21,1206,206,31,,24,,,,
2013-04-22,1207,206,31,,24,,,,
2013-04-23,1208,206,31,,25,,,,
2013-04-24,1209,208,31,,25,,,,
2013-04-25,1210,209,31,,25,,,,
2013-04-26,1211,209,31,,25,,,,
2013-04-27,1212,206,31,,26,,,,
2013-04-28,1213,205,31,,26,,,,
2013-04-29,1214,205,31,,26,,,,
2013-04-30,1215,205,31,,26,,,,
2013-05-01,1216,205,31,,26,,,,
2013-05-02,1217,205,31,,26,,,,
2013-05-03,1218,205,31,,26,,,,
2013-05-04,1219,205,31,,26,,,,
2013-05-05,1220,205,31,,26,,,,
2013-05-06,1221,205,31,,26,,,,
2013-05-07,1222,205,31,,26,,,,
2013-05-08,1223,205,31,,26,,,,
2013-05-09,1224,205,31,,26,,,,
2013-05-10,1225,205,31,,26,,,,
2013-05-11,1226,205,31,,26,,,,
2013-05-12,1227,205,31,,26,,,,
2013-05-13,1228,205,31,,26,,,,
2013-05-14,1229,203,31,,26,,,,
2013-05-15,1230,204,31,,26,,,,
2013-05-16,1231,205,31,,26,,,,
2013-05-17,1232,205,31,,26,,,,
2013-05-18,1233,204,31,,27,,,,
2013-05-19,1234,205,31,,27,,,,
2013-05-20,1235,205,31,,27,,,,
2013-05-21,1236,205,31,,27,,,,
2013-05-22,1237,205,31,,27,,,,
2013-05-23,1238,205,31,,27,,,,
2013-05-24,1239,205,31,,27,,,,
2013-05-25,1240,205,31,,27,,,,
2013-05-26,1241,205,31,,27,,,,
2013-05-27,1242,206,31,,27,,,,
2013-05-28,1243,206,31,,27,,,,
2013-05-29,1244,206,31,,27,,,,
2013-05-30,1245,207,31,,27,,,,
2013-05-31,1246,207,31,,27,,,,
2013-06-01,1247,207,31,,27,,,,
2013-06-02,1248,207,31,,27,,,,
2013-06-03,1249,208,31,,27,,,,
2013-06-04,1250,208,31,,27,,,,
2013-06-05,1251,209,31,,27,,,,
2013-06-06,1252,210,31,,27,,,,
2013-06-07,1253,211,31,,27,,,,
2013-06-08,1254,212,31,,27,,,,
2013-06-09,1255,212,31,,27,,,,
2013-06-10,1256,212,31,,27,,,,
2013-06-11,1257,212,31,,27,,,,
2013-06-12,1258,213,31,,27,,,,
2013-06-13,1259,212,33,,27,,,,
2013-06-14,1260,212,33,,27,,,,
2013-06-15,1261,212,33,,27,,,,
2013-06-16,1262,212,33,,27,,,,
2013-06-17,1263,212,33,,27,,,,
2013-06-18,1264,212,33,,27,,,,
2013-06-19,1265,212,33,,27,,,,
2013-06-20,1266,212,33,,27,,,,
2013-06-21,1267,211,35,,27,,,,
2013-06-22,1268,212,35,,27,,,,
2013-06-23,1269,213,35,,27,,,,
2013-06-24,1270,214,35,,27,,,,
2013-06-25,1271,212,36,,28,,,,
2013-06-26,1272,212,34,,28,,,,
2013-06-27,1273,212,34,,28,,,,
2013-06-28,1274,214,34,,28,,,,
2013-06-29,1275,214,34,,28,,,,
2013-06-30,1276,214,34,,28,,,,
2013-07-01,1277,214,34,,28,,,,
2013-07-02,1278,215,34,,28,,,,
2013-07-03,1279,215,34,,28,,,,
2013-07-04,1280,215,34,,28,,,,
2013-07-05,1281,215,34,,28,,,,
2013-07-06,1282,215,34,,28,,,,
2013-07-07,1283,215,34,,28,,,,
2013-07-08,1284,215,34,,28,,,,
2013-07-09,1285,213,34,,28,,,,
2013-07-10,1286,211,36,,28,,,,
2013-07-11,1287,210,36,,28,,,,
2013-07-12,1288,210,36,,28,,,,
2013-07-13,1289,211,38,,28,,,,
2013-07-14,1290,213,38,,28,,,,
2013-07-15,1291,213,38,,29,,,,
2013-07-16,1292,212,35,5,29,,,,
2013-07-17,1293,212,35,5,28,,,,
2013-07-18,1294,212,35,5,28,,,,
2013-07-19,1295,212,35,5,28,,,,
2013-07-20,1296,211,34,5,29,,,,
2013-07-21,1297,210,34,5,30,,,,
2013-07-22,1298,211,34,5,30,,,,
2013-07-23,1299,213,34,5,30,,,,
2013-07-24,1300,215,34,5,30,,,,
2013-07-25,1301,217,34,5,29,,,,
2013-07-26,1302,218,35,5,29,,,,
2013-07-27,1303,218,35,5,29,,,,
2013-07-28,1304,218,35,5,29,,,,
2013-07-29,1305,219,35,5,29,,,,
2013-07-30,1306,219,35,5,29,,,,
2013-07-31,1307,219,35,5,29,,,,
2013-08-01,1308,221,35,5,29,,,,
2013-08-02,1309,223,35,5,29,,,,
2013-08-03,1310,223,35,5,29,,,,
2013-08-04,1311,223,35,5,29,,,,
2013-08-05,1312,221,37,5,29,,,,
2013-08-06,1313,222,37,5,29,,,,
2013-08-07,1314,222,39,5,30,,,,
2013-08-08,1315,224,39,5,30,,,,
2013-08-09,1316,225,39,5,30,,,,
2013-08-10,1317,225,39,5,30,,,,
2013-08-11,1318,225,40,5,30,,,,
2013-08-12,1319,227,40,5,30,,,,
2013-08-13,1320,229,40,5,30,,,,
2013-08-14,1321,227,42,5,30,,,,
2013-08-15,1322,227,42,5,30,,,,
2013-08-16,1323,229,42,5,30,,,,
2013-08-17,1324,230,42,5,30,,,,
2013-08-18,1325,230,42,5,30,,,,
2013-08-19,1326,229,42,5,30,,,,
2013-08-20,1327,229,42,5,30,,,,
2013-08-21,1328,230,42,5,31,,,,
2013-08-22,1329,231,42,5,31,,,,
2013-08-23,1330,232,42,5,31,,,,
2013-08-24,1331,232,42,5,31,,,,
2013-08-25,1332,232,42,5,31,,,,
2013-08-26,1333,232,42,6,31,,,,
2013-08-27,1334,233,42,6,31,,,,
2013-08-28,1335,232,42,6,32,,,,
2013-08-29,1336,232,42,6,32,,,,
2013-08-30,1337,231,42,6,33,,,,
2013-08-31,1338,231,42,6,33,,,,
2013-09-01,1339,230,42,6,34,,,,
2013-09-02,1340,231,42,6,34,,,,
2013-09-03,1341,232,42,6,34,,,,
2013-09-04,1342,232,42,6,34,,,,
2013-09-05,1343,232,42,6,34,,,,
2013-09-06,1344,233,42,6,34,,,,
2013-09-07,1345,234,42,6,34,,,,
2013-09-08,1346,234,42,6,34,,,,
2013-09-09,1347,233,43,6,35,,,,
2013-09-10,1348,233,42,6,35,,,,
2013-09-11,1349,231,44,6,35,,,,
2013-09-12,1350,231,44,6,35,,,,
2013-09-13,1351,232,44,6,34,,,,
2013-09-14,1352,232,44,6,34,,,,
2013-09-15,1353,233,44,6,34,,,,
2013-09-16,1354,231,46,6,34,,,,
2013-09-17,1355,231,46,6,34,,,,
2013-09-18,1356,231,46,6,34,,,,
2013-09-19,1357,232,46,6,34,,,,
2013-09-20,1358,232,46,6,34,,,,
2013-09-21,1359,233,46,6,34,,,,
2013-09-22,1360,233,46,6,34,,,,
2013-09-23,1361,233,46,6,34,,,,
2013-09-24,1362,233,46,6,34,,,,
2013-09-25,1363,232,46,6,34,,,,
2013-09-26,1364,232,46,6,34,,,,
2013-09-27,1365,232,46,6,34,,,,
2013-09-28,1366,232,46,6,34,,,,
2013-09-29,1367,232,46,6,34,,,,
2013-09-30,1368,232,46,6,34,,,,
2013-10-01,1369,232,46,6,34,,,,
2013-10-02,1370,232,46,6,33,,,,
2013-10-03,1371,232,46,6,33,,,,
2013-10-04,1372,232,46,6,33,,,,
2013-10-05,1373,232,46,6,33,,,,
2013-10-06,1374,232,46,6,33,,,,
2013-10-07,1375,232,46,6,33,,,,
2013-10-08,1376,232,46,6,33,,,,
2013-10-09,1377,232,46,6,33,,,,
2013-10-10,1378,232,46,6,33,,,,
2013-10-11,1379,232,45,6,34,,,,
2013-10-12,1380,232,45,6,34,,,,
2013-10-13,1381,232,45,6,34,,,,
2013-10-14,1382,232,45,6,34,,,,
2013-10-15,1383,231,46,6,34,,,,
2013-10-16,1384,230,44,6,36,,,,
2013-10-17,1385,230,44,6,36,,,,
2013-10-18,1386,230,44,6,36,,,,
2013-10-19,1387,230,44,6,36,,,,
2013-10-20,1388,230,44,6,36,,,,
2013-10-21,1389,230,44,6,36,,,,
2013-10-22,1390,229,44,6,36,,,,
2013-10-23,1391,229,44,6,36,,,,
2013-10-24,1392,230,44,6,36,,,,
2013-10-25,1393,230,44,6,36,,,,
2013-10-26,1394,230,44,6,36,,,,
2013-10-27,1395,230,44,6,36,,,,
2013-10-28,1396,229,44,6,36,,,,
2013-10-29,1397,228,44,6,37,,,,
2013-10-30,1398,228,44,6,37,,,,
2013-10-31,1399,228,44,6,38,,,,
2013-11-01,1400,228,44,6,38,,,,
2013-11-02,1401,228,44,6,38,,,,
2013-11-03,1402,228,44,6,38,,,,
2013-11-04,1403,228,44,6,38,,,,
2013-11-05,1404,228,44,6,38,,,,
