,day_counter,0,1,2,3,4,5,6
2012-01-26,755,121,5,,,,,
2012-01-27,756,121,5,,,,,
2012-01-28,757,121,5,,,,,
2012-01-29,758,121,5,,,,,
2012-01-30,759,121,5,,,,,
2012-01-31,760,121,5,,,,,
2012-02-01,761,121,5,,,,,
2012-02-02,762,121,5,,,,,
2012-02-03,763,121,5,,,,,
2012-02-04,764,121,5,,,,,
2012-02-05,765,121,5,,,,,
2012-02-06,766,121,5,,,,,
2012-02-07,767,121,5,,,,,
2012-02-08,768,121,5,,,,,
2012-02-09,769,121,5,,,,,
2012-02-10,770,122,4,,,,,
2012-02-11,771,121,4,,,,,
2012-02-12,772,121,4,,,,,
2012-02-13,773,122,4,,,,,
2012-02-14,774,122,4,,,,,
2012-02-15,775,121,4,,,,,
2012-02-16,776,121,4,,,,,
2012-02-17,777,120,4,,,,,
2012-02-18,778,120,4,,,,,
2012-02-19,779,120,4,,,,,
2012-02-20,780,121,4,,,,,
2012-02-21,781,122,4,,,,,
2012-02-22,782,123,4,,,,,
2012-02-23,783,123,4,,,,,
2012-02-24,784,123,4,,,,,
2012-02-25,785,122,6,,,,,
2012-02-26,786,122,6,,,,,
2012-02-27,787,122,6,,,,,
2012-02-28,788,122,6,,,,,
2012-02-29,789,122,6,,,,,
2012-03-01,790,121,9,,,,,
2012-03-02,791,122,9,,,,,
2012-03-03,792,122,9,,,,,
2012-03-04,793,122,9,,,,,
2012-03-05,794,122,9,,,,,
2012-03-06,795,122,9,,,,,
2012-03-07,796,122,9,,,,,
2012-03-08,797,124,7,,,,,
2012-03-09,798,124,7,,,,,
2012-03-10,799,124,7,,,,,
2012-03-11,800,124,7,,,,,
2012-03-12,801,124,7,,,,,
2012-03-13,802,124,7,,,,,
2012-03-14,803,124,7,,,,,
2012-03-15,804,125,4,,,,,
2012-03-16,805,125,4,,,,,
2012-03-17,806,123,6,,,,,
2012-03-18,807,124,6,,,,,
2012-03-19,808,124,6,,,,,
2012-03-20,809,124,6,,,,,
2012-03-21,810,124,6,,,,,
2012-03-22,811,124,6,,,,,
2012-03-23,812,124,6,,,,,
2012-03-24,813,124,6,,,,,
2012-03-25,814,125,5,,,,,
2012-03-26,815,125,5,,,,,
2012-03-27,816,125,5,,,,,
2012-03-28,817,125,5,,,,,
2012-03-29,818,126,2,,,,,
2012-03-30,819,126,2,,,,,
2012-03-31,820,126,2,,,,,
2012-04-01,821,126,2,,,,,
2012-04-02,822,126,2,,,,,
2012-04-03,823,126,2,,,,,
2012-04-04,824,124,4,,,,,
2012-04-05,825,125,4,,,,,
2012-04-06,826,125,4,,,,,
2012-04-07,827,125,4,,,,,
2012-04-08,828,125,4,,,,,
2012-04-09,829,124,4,,,,,
2012-04-10,830,124,4,,,,,
2012-04-11,831,121,4,,,,,
2012-04-12,832,122,4,,,,,
2012-04-13,833,119,6,,,,,
2012-04-14,834,119,6,,,,,
2012-04-15,835,119,6,,,,,
2012-04-16,836,119,6,,,,,
2012-04-17,837,119,6,,,,,
2012-04-18,838,119,6,,,,,
2012-04-19,839,119,6,,,,,
2012-04-20,840,119,6,,,,,
2012-04-21,841,119,6,,,,,
2012-04-22,842,118,4,,,,,
2012-04-23,843,118,4,,,,,
2012-04-24,844,118,4,,,,,
2012-04-25,845,119,4,,,,,
2012-04-26,846,119,4,,,,,
2012-04-27,847,119,4,,,,,
2012-04-28,848,120,4,,,,,
2012-04-29,849,120,4,,,,,
2012-04-30,850,120,4,,,,,
2012-05-01,851,118,6,,,,,
2012-05-02,852,118,6,,,,,
2012-05-03,853,118,6,,,,,
2012-05-04,854,118,6,,,,,
2012-05-05,855,118,6,,,,,
2012-05-06,856,118,6,,,,,
2012-05-07,857,116,6,,,,,
2012-05-08,858,116,6,,,,,
2012-05-09,859,116,6,,,,,
2012-05-10,860,116,6,,,,,
2012-05-11,861,116,6,,,,,
2012-05-12,862,116,6,,,,,
2012-05-13,863,116,6,,,,,
2012-05-14,864,116,6,,,,,
2012-05-15,865,116,6,,,,,
2012-05-16,866,116,6,,,,,
2012-05-17,867,116,6,,,,,
2012-05-18,868,116,6,,,,,
2012-05-19,869,116,6,,,,,
2012-05-20,870,118,4,,,,,
2012-05-21,871,119,4,,,,,
2012-05-22,872,119,4,,,,,
2012-05-23,873,119,4,,,,,
2012-05-24,874,119,4,,,,,
2012-05-25,875,119,4,,,,,
2012-05-26,876,119,4,,,,,
2012-05-27,877,120,4,,,,,
2012-05-28,878,120,4,,,,,
2012-05-29,879,120,4,,,,,
2012-05-30,880,120,4,,,,,
2012-05-31,881,120,4,,,,,
2012-06-01,882,120,4,,,,,
2012-06-02,883,120,4,,,,,
2012-06-03,884,120,4,,,,,
2012-06-04,885,120,4,,,,,
2012-06-05,886,120,4,,,,,
2012-06-06,887,119,4,,,,,
2012-06-07,888,118,6,,,,,
2012-06-08,889,118,6,,,,,
2012-06-09,890,118,6,,,,,
2012-06-10,891,118,6,,,,,
2012-06-11,892,118,6,,,,,
2012-06-12,893,118,6,,,,,
2012-06-13,894,117,6,,,,,
2012-06-14,895,118,6,,,,,
2012-06-15,896,118,6,,,,,
2012-06-16,897,118,6,,,,,
2012-06-17,898,118,6,,,,,
2012-06-18,899,118,6,,,,,
2012-06-19,900,118,6,,,,,
2012-06-20,901,116,6,,,,,
2012-06-21,902,116,6,,,,,
2012-06-22,903,119,6,,,,,
2012-06-23,904,120,6,,,,,
2012-06-24,905,120,6,,,,,
2012-06-25,906,120,6,,,,,
2012-06-26,907,121,6,,,,,
2012-06-27,908,122,6,,,,,
2012-06-28,909,122,6,,,,,
2012-06-29,910,122,6,,,,,
2012-06-30,911,122,6,,,,,
2012-07-01,912,122,6,,,,,
2012-07-02,913,122,6,,,,,
2012-07-03,914,122,6,,,,,
2012-07-04,915,122,6,,,,,
2012-07-05,916,122,6,,,,,
2012-07-06,917,121,6,,,,,
2012-07-07,918,122,6,,,,,
2012-07-08,919,122,6,,,,,
2012-07-09,920,122,6,,,,,
2012-07-10,921,123,6,,,,,
2012-07-11,922,123,6,,,,,
2012-07-12,923,123,6,,,,,
2012-07-13,924,123,6,,,,,
2012-07-14,925,123,6,,,,,
2012-07-15,926,123,6,,,,,
2012-07-16,927,123,6,,,,,
2012-07-17,928,123,6,,,,,
2012-07-18,929,124,6,,,,,
2012-07-19,930,124,6,,,,,
2012-07-20,931,124,6,,,,,
2012-07-21,932,124,6,,,,,
2012-07-22,933,124,6,,,,,
2012-07-23,934,124,6,,,,,
2012-07-24,935,124,6,,,,,
2012-07-25,936,124,6,,,,,
2012-07-26,937,124,6,,,,,
2012-07-27,938,124,6,,,,,
2012-07-28,939,124,6,,,,,
2012-07-29,940,124,6,,,,,
2012-07-30,941,124,6,,,,,
2012-07-31,942,124,6,,,,,
2012-08-01,943,122,6,,,,,
2012-08-02,944,122,6,,,,,
2012-08-03,945,122,6,,,,,
2012-08-04,946,122,6,,,,,
2012-08-05,947,122,6,,,,,
2012-08-06,948,122,6,,,,,
2012-08-07,949,124,6,,,,,
2012-08-08,950,124,6,,,,,
2012-08-09,951,124,6,,,,,
2012-08-10,952,124,6,,,,,
2012-08-11,953,125,6,,,,,
2012-08-12,954,127,6,,,,,
2012-08-13,955,127,6,,,,,
2012-08-14,956,128,6,,,,,
2012-08-15,957,128,6,,,,,
2012-08-16,958,128,6,,,,,
2012-08-17,959,128,6,,,,,
2012-08-18,960,128,6,,,,,
2012-08-19,961,128,6,,,,,
2012-08-20,962,128,6,,,,,
2012-08-21,963,127,6,,,,,
2012-08-22,964,127,6,,,,,
2012-08-23,965,127,6,,,,,
2012-08-24,966,126,7,,,,,
2012-08-25,967,126,7,,,,,
2012-08-26,968,126,7,,,,,
2012-08-27,969,126,7,,,,,
2012-08-28,970,126,7,,,,,
2012-08-29,971,125,6,,,,,
2012-08-30,972,125,6,,,,,
2012-08-31,973,125,6,,,,,
2012-09-01,974,125,6,,,,,
2012-09-02,975,125,6,,,,,
2012-09-03,976,124,6,,,,,
2012-09-04,977,122,6,,,,,
2012-09-05,978,122,6,,,,,
2012-09-06,979,122,6,,,,,
2012-09-07,980,122,6,,,,,
2012-09-08,981,122,6,,,,,
2012-09-09,982,122,6,,,,,
2012-09-10,983,122,6,,,,,
2012-09-11,984,120,6,,,,,
2012-09-12,985,120,6,,,,,
2012-09-13,986,120,6,,,,,
2012-09-14,987,120,6,,,,,
2012-09-15,988,120,6,,,,,
2012-09-16,989,120,6,,,,,
2012-09-17,990,120,6,,,,,
2012-09-18,991,120,6,,,,,
2012-09-19,992,120,6,,,,,
2012-09-20,993,120,6,,,,,
2012-09-21,994,120,6,,,,,
2012-09-22,995,122,4,,,,,
2012-09-23,996,122,4,,,,,
2012-09-24,997,121,4,,,,,
2012-09-25,998,121,4,,,,,
2012-09-26,999,120,4,,,,,
2012-09-27,1000,121,4,,,,,
2012-09-28,1001,121,4,,,,,
2012-09-29,1002,121,4,,,,,
2012-09-30,1003,121,4,,,,,
2012-10-01,1004,121,4,,,,,
2012-10-02,1005,120,4,,,,,
2012-10-03,1006,120,4,,,,,
2012-10-04,1007,120,4,,,,,
2012-10-05,1008,120,4,,,,,
2012-10-06,1009,120,4,,,,,
2012-10-07,1010,120,4,,,,,
2012-10-08,1011,119,4,,,,,
2012-10-09,1012,119,4,,,,,
2012-10-10,1013,119,2,,,,,
2012-10-11,1014,120,2,,,,,
2012-10-12,1015,120,2,,,,,
2012-10-13,1016,120,2,,,,,
2012-10-14,1017,121,2,,,,,
2012-10-15,1018,122,2,,,,,
2012-10-16,1019,120,2,,,,,
2012-10-17,1020,120,2,,,,,
2012-10-18,1021,123,2,,,,,
2012-10-19,1022,125,2,,,,,
2012-10-20,1023,125,2,,,,,
2012-10-21,1024,126,2,,,,,
2012-10-22,1025,126,2,,,,,
2012-10-23,1026,126,2,,,,,
2012-10-24,1027,126,2,,,,,
2012-10-25,1028,126,2,,,,,
2012-10-26,1029,126,2,,,,,
2012-10-27,1030,126,2,,,,,
2012-10-28,1031,125,2,,,,,
2012-10-29,1032,125,2,,,,,
2012-10-30,1033,126,2,,,,,
2012-10-31,1034,126,2,,,,,
2012-11-01,1035,127,2,,,,,
2012-11-02,1036,126,2,,,,,
2012-11-03,1037,126,2,,,,,
2012-11-04,1038,126,2,,,,,
2012-11-05,1039,126,2,,,,,
2012-11-06,1040,126,2,,,,,
2012-11-07,1041,126,2,,,,,
2012-11-08,1042,125,2,,,,,
2012-11-09,1043,125,2,,,,,
2012-11-10,1044,125,2,,,,,
2012-11-11,1045,125,2,,,,,
2012-11-12,1046,125,2,,,,,
2012-11-13,1047,125,2,,,,,
2012-11-14,1048,125,2,,,,,
2012-11-15,1049,124,2,,,,,
2012-11-16,1050,124,2,,,,,
2012-11-17,1051,124,2,,,,,
2012-11-18,1052,124,2,,,,,
2012-11-19,1053,124,2,,,,,
2012-11-20,1054,124,2,,,,,
2012-11-21,1055,124,2,,,,,
2012-11-22,1056,124,2,,,,,
2012-11-23,1057,124,2,,,,,
2012-11-24,1058,124,2,,,,,
2012-11-25,1059,124,2,,,,,
2012-11-26,1060,125,4,,,,,
2012-11-27,1061,125,4,,,,,
2012-11-28,1062,126,4,,,,,
2012-11-29,1063,127,4,,,,,
2012-11-30,1064,127,4,,,,,
2012-12-01,1065,127,4,,,,,
2012-12-02,1066,127,4,,,,,
2012-12-03,1067,127,4,,,,,
2012-12-04,1068,127,4,,,,,
2012-12-05,1069,127,4,,,,,
2012-12-06,1070,127,4,,,,,
2012-12-07,1071,125,4,,,,,
2012-12-08,1072,125,4,,,,,
2012-12-09,1073,125,4,,,,,
2012-12-10,1074,125,4,,,,,
2012-12-11,1075,125,4,,,,,
2012-12-12,1076,123,4,,,,,
2012-12-13,1077,123,4,,,,,
2012-12-14,1078,119,2,6,,,,
2012-12-15,1079,119,2,6,,,,
2012-12-16,1080,119,2,6,,,,
2012-12-17,1081,121,2,6,,,,
2012-12-18,1082,121,2,6,,,,
2012-12-19,1083,121,2,6,,,,
2012-12-20,1084,122,2,6,,,,
2012-12-21,1085,122,2,6,,,,
2012-12-22,1086,122,2,6,,,,
2012-12-23,1087,122,2,6,,,,
2012-12-24,1088,122,2,6,,,,
2012-12-25,1089,122,2,6,,,,
2012-12-26,1090,122,2,6,,,,
2012-12-27,1091,121,2,7,,,,
2012-12-28,1092,121,2,7,,,,
2012-12-29,1093,121,2,7,,,,
2012-12-30,1094,121,2,7,,,,
2012-12-31,1095,121,2,7,,,,
2013-01-01,1096,121,2,7,,,,
2013-01-02,1097,121,2,7,,,,
2013-01-03,1098,121,2,7,,,,
2013-01-04,1099,120,2,7,,,,
2013-01-05,1100,120,2,7,,,,
2013-01-06,1101,120,2,7,,,,
2013-01-07,1102,120,2,7,,,,
2013-01-08,1103,119,2,7,,,,
2013-01-09,1104,119,2,7,,,,
2013-01-10,1105,118,2,6,,,,
2013-01-11,1106,118,2,6,,,,
2013-01-12,1107,118,2,6,,,,
2013-01-13,1108,117,2,6,,,,
2013-01-14,1109,117,2,6,,,,
2013-01-15,1110,117,2,6,,,,
2013-01-16,1111,117,2,6,,,,
2013-01-17,1112,117,2,6,,,,
2013-01-18,1113,117,2,6,,,,
2013-01-19,1114,118,2,6,,,,
2013-01-20,1115,118,2,6,,,,
2013-01-21,1116,120,2,6,,,,
2013-01-22,1117,120,2,6,,,,
2013-01-23,1118,120,2,6,,,,
2013-01-24,1119,120,2,6,,,,
2013-01-25,1120,117,2,10,,,,
2013-01-26,1121,117,2,10,,,,
2013-01-27,1122,117,2,10,,,,
2013-01-28,1123,117,2,10,,,,
2013-01-29,1124,117,2,10,,,,
2013-01-30,1125,115,4,10,,,,
2013-01-31,1126,115,4,10,,,,
2013-02-01,1127,116,4,10,,,,
2013-02-02,1128,116,4,10,,,,
2013-02-03,1129,116,4,10,,,,
2013-02-04,1130,116,4,10,,,,
2013-02-05,1131,116,4,10,,,,
2013-02-06,1132,113,4,7,7,,,
2013-02-07,1133,110,6,7,7,,,
2013-02-08,1134,110,6,7,7,,,
2013-02-09,1135,110,6,7,8,,,
2013-02-10,1136,110,6,7,8,,,
2013-02-11,1137,110,6,7,8,,,
2013-02-12,1138,108,6,9,10,,,
2013-02-13,1139,107,6,9,10,,,
2013-02-14,1140,109,6,9,10,,,
2013-02-15,1141,110,6,9,10,,,
2013-02-16,1142,110,6,9,11,,,
2013-02-17,1143,110,6,9,11,,,
2013-02-18,1144,111,6,9,10,,,
2013-02-19,1145,111,6,9,10,,,
2013-02-20,1146,111,6,9,10,,,
2013-02-21,1147,111,6,,20,,,
2013-02-22,1148,110,6,,20,,,
2013-02-23,1149,110,6,,20,,,
2013-02-24,1150,109,8,,20,,,
2013-02-25,1151,109,8,,20,,,
2013-02-26,1152,110,8,,20,,,
2013-02-27,1153,110,8,,20,,,
2013-02-28,1154,111,8,,19,,,
2013-03-01,1155,112,8,,19,,,
2013-03-02,1156,112,8,,19,,,
2013-03-03,1157,112,8,,19,,,
2013-03-04,1158,111,8,,19,,,
2013-03-05,1159,111,8,,19,,,
2013-03-06,1160,111,8,,19,,,
2013-03-07,1161,111,8,,19,,,
2013-03-08,1162,111,8,,19,,,
2013-03-09,1163,111,8,,19,,,
2013-03-10,1164,111,8,,19,,,
2013-03-11,1165,110,8,,18,,,
2013-03-12,1166,111,8,,18,,,
2013-03-13,1167,111,8,,18,,,
2013-03-14,1168,112,8,,18,,,
2013-03-15,1169,112,8,,18,,,
2013-03-16,1170,112,8,,18,,,
2013-03-17,1171,110,8,,18,,,
2013-03-18,1172,110,8,,18,,,
2013-03-19,1173,110,8,,18,,,
2013-03-20,1174,110,8,,18,,,
2013-03-21,1175,110,8,,18,,,
2013-03-22,1176,110,8,,18,,,
2013-03-23,1177,110,8,,18,,,
2013-03-24,1178,110,8,,18,,,
2013-03-25,1179,110,8,,18,,,
2013-03-26,1180,110,8,,18,,,
2013-03-27,1181,108,8,,18,,,
2013-03-28,1182,109,8,,18,,,
2013-03-29,1183,109,8,,18,,,
2013-03-30,1184,109,8,,18,,,
2013-03-31,1185,109,8,,18,,,
2013-04-01,1186,109,8,,18,,,
2013-04-02,1187,108,8,,19,,,
2013-04-03,1188,106,8,,19,,,
2013-04-04,1189,106,8,,19,,,
2013-04-05,1190,106,8,,19,,,
2013-04-06,1191,106,8,,19,,,
2013-04-07,1192,108,6,,19,,,
2013-04-08,1193,108,6,,19,,,
2013-04-09,1194,108,6,,19,,,
2013-04-10,1195,108,6,,19,,,
2013-04-11,1196,109,6,,20,,,
2013-04-12,1197,110,6,,20,,,
2013-04-13,1198,110,6,,20,,,
2013-04-14,1199,110,6,,20,,,
2013-04-15,1200,110,6,,20,,,
2013-04-16,1201,111,6,,20,,,
2013-04-17,1202,111,6,,20,,,
2013-04-18,1203,112,4,,20,,,
2013-04-19,1204,112,4,,20,,,
2013-04-20,1205,112,4,,20,,,
2013-04-21,1206,112,4,,20,,,
2013-04-22,1207,112,4,,20,,,
2013-04-23,1208,111,4,,21,,,
2013-04-24,1209,112,4,,21,,,
2013-04-25,1210,113,4,,21,,,
2013-04-26,1211,113,4,,21,,,
2013-04-27,1212,112,2,,22,,,
2013-04-28,1213,112,2,,22,,,
2013-04-29,1214,112,2,,22,,,
2013-04-30,1215,112,2,,22,,,
2013-05-01,1216,112,2,,22,,,
2013-05-02,1217,112,2,,22,,,
2013-05-03,1218,112,2,,22,,,
2013-05-04,1219,112,2,,22,,,
2013-05-05,1220,112,2,,22,,,
2013-05-06,1221,112,2,,22,,,
2013-05-07,1222,112,2,,22,,,
2013-05-08,1223,112,2,,22,,,
2013-05-09,1224,112,2,,22,,,
2013-05-10,1225,112,2,,22,,,
2013-05-11,1226,112,2,,22,,,
2013-05-12,1227,112,2,,22,,,
2013-05-13,1228,112,2,,22,,,
2013-05-14,1229,109,2,,22,,,
2013-05-15,1230,110,2,,22,,,
2013-05-16,1231,111,2,,22,,,
2013-05-17,1232,112,2,,22,,,
2013-05-18,1233,112,2,,23,,,
2013-05-19,1234,113,2,,22,,,
2013-05-20,1235,113,2,,22,,,
2013-05-21,1236,113,2,,22,,,
2013-05-22,1237,113,2,,22,,,
2013-05-23,1238,113,2,,22,,,
2013-05-24,1239,113,2,,22,,,
2013-05-25,1240,113,2,,22,,,
2013-05-26,1241,113,2,,22,,,
2013-05-27,1242,114,2,,20,,,
2013-05-28,1243,113,2,,20,,,
2013-05-29,1244,112,2,,21,,,
2013-05-30,1245,113,2,,21,,,
2013-05-31,1246,113,2,,21,,,
2013-06-01,1247,113,2,,21,,,
2013-06-02,1248,114,2,,21,,,
2013-06-03,1249,114,2,,21,,,
2013-06-04,1250,114,2,,21,,,
2013-06-05,1251,115,2,,21,,,
2013-06-06,1252,116,2,,21,,,
2013-06-07,1253,116,2,,21,,,
2013-06-08,1254,116,2,,21,,,
2013-06-09,1255,116,2,,21,,,
2013-06-10,1256,116,2,,21,,,
2013-06-11,1257,116,2,,21,,,
2013-06-12,1258,116,2,,21,,,
2013-06-13,1259,117,2,,21,,,
2013-06-14,1260,118,2,,21,,,
2013-06-15,1261,118,2,,21,,,
2013-06-16,1262,118,2,,21,,,
2013-06-17,1263,118,2,,21,,,
2013-06-18,1264,118,2,,21,,,
2013-06-19,1265,120,,,21,,,
2013-06-20,1266,118,,,21,,,
2013-06-21,1267,117,,,21,,,
2013-06-22,1268,117,,,21,,,
2013-06-23,1269,118,,,21,,,
2013-06-24,1270,119,,,21,,,
2013-06-25,1271,117,2,,21,,,
2013-06-26,1272,117,2,,21,,,
2013-06-27,1273,117,2,,21,,,
2013-06-28,1274,119,2,,20,,,
2013-06-29,1275,119,2,,20,,,
2013-06-30,1276,119,2,,20,,,
2013-07-01,1277,119,2,,20,,,
2013-07-02,1278,120,2,,20,,,
2013-07-03,1279,120,2,,20,,,
2013-07-04,1280,120,2,,19,,,
2013-07-05,1281,120,2,,19,,,
2013-07-06,1282,120,2,,19,,,
2013-07-07,1283,120,2,,19,,,
2013-07-08,1284,120,2,,19,,,
2013-07-09,1285,119,2,,19,,,
2013-07-10,1286,116,4,,19,,,
2013-07-11,1287,116,4,,19,,,
2013-07-12,1288,117,4,,19,,,
2013-07-13,1289,117,6,,19,,,
2013-07-14,1290,119,6,,19,,,
2013-07-15,1291,119,5,,20,,,
2013-07-16,1292,118,2,5,20,,,
2013-07-17,1293,118,2,5,20,,,
2013-07-18,1294,118,2,5,20,,,
2013-07-19,1295,118,2,5,20,,,
2013-07-20,1296,118,2,5,21,,,
2013-07-21,1297,117,2,5,22,,,
2013-07-22,1298,117,2,5,22,,,
2013-07-23,1299,118,2,5,22,,,
2013-07-24,1300,120,2,5,22,,,
2013-07-25,1301,121,2,5,22,,,
2013-07-26,1302,122,3,5,22,,,
2013-07-27,1303,122,3,5,22,,,
2013-07-28,1304,121,3,5,22,,,
2013-07-29,1305,122,3,5,22,,,
2013-07-30,1306,122,3,5,22,,,
2013-07-31,1307,122,3,5,22,,,
2013-08-01,1308,123,3,5,22,,,
2013-08-02,1309,125,3,5,22,,,
2013-08-03,1310,125,3,5,22,,,
2013-08-04,1311,125,3,5,22,,,
2013-08-05,1312,122,7,5,22,,,
2013-08-06,1313,123,7,5,22,,,
2013-08-07,1314,123,9,5,23,,,
2013-08-08,1315,125,9,5,23,,,
2013-08-09,1316,125,9,5,23,,,
2013-08-10,1317,125,9,5,23,,,
2013-08-11,1318,123,10,5,23,,,
2013-08-12,1319,125,10,5,23,,,
2013-08-13,1320,127,10,5,23,,,
2013-08-14,1321,126,12,5,23,,,
2013-08-15,1322,126,12,5,23,,,
2013-08-16,1323,128,12,5,22,,,
2013-08-17,1324,129,12,5,22,,,
2013-08-18,1325,129,12,5,22,,,
2013-08-19,1326,128,12,5,22,,,
2013-08-20,1327,128,12,5,22,,,
2013-08-21,1328,130,12,5,21,,,
2013-08-22,1329,131,12,5,21,,,
2013-08-23,1330,132,12,5,21,,,
2013-08-24,1331,132,12,5,21,,,
2013-08-25,1332,132,12,5,21,,,
2013-08-26,1333,131,12,6,21,,,
2013-08-27,1334,132,12,6,21,,,
2013-08-28,1335,131,12,6,22,,,
2013-08-29,1336,131,12,6,22,,,
2013-08-30,1337,130,12,6,23,,,
2013-08-31,1338,130,12,6,23,,,
2013-09-01,1339,129,12,6,24,,,
2013-09-02,1340,129,12,6,24,,,
2013-09-03,1341,130,12,6,24,,,
2013-09-04,1342,130,12,6,24,,,
2013-09-05,1343,131,12,6,24,,,
2013-09-06,1344,132,12,6,24,,,
2013-09-07,1345,133,12,6,24,,,
2013-09-08,1346,133,12,6,24,,,
2013-09-09,1347,130,13,6,25,,,
2013-09-10,1348,130,13,6,25,,,
2013-09-11,1349,128,15,6,24,,,
2013-09-12,1350,128,15,6,24,,,
2013-09-13,1351,129,15,6,24,,,
2013-09-14,1352,129,15,6,24,,,
2013-09-15,1353,131,13,6,24,,,
2013-09-16,1354,130,13,6,24,,,
2013-09-17,1355,130,13,6,24,,,
2013-09-18,1356,130,13,6,24,,,
2013-09-19,1357,130,13,6,24,,,
2013-09-20,1358,130,13,6,24,,,
2013-09-21,1359,131,13,6,24,,,
2013-09-22,1360,131,13,6,24,,,
2013-09-23,1361,131,13,6,24,,,
2013-09-24,1362,131,13,6,24,,,
2013-09-25,1363,132,13,6,24,,,
2013-09-26,1364,132,13,6,24,,,
2013-09-27,1365,132,13,6,24,,,
2013-09-28,1366,132,13,6,24,,,
2013-09-29,1367,132,13,6,24,,,
2013-09-30,1368,132,13,6,24,,,
2013-10-01,1369,132,13,6,24,,,
2013-10-02,1370,131,13,6,24,,,
2013-10-03,1371,131,13,6,24,,,
2013-10-04,1372,131,13,6,24,,,
2013-10-05,1373,131,13,6,24,,,
2013-10-06,1374,129,13,6,24,,,
2013-10-07,1375,129,13,6,24,,,
2013-10-08,1376,129,13,6,24,,,
2013-10-09,1377,129,13,6,24,,,
2013-10-10,1378,129,13,6,24,,,
2013-10-11,1379,128,13,5,25,,,
2013-10-12,1380,128,13,5,25,,,
2013-10-13,1381,128,13,5,25,,,
2013-10-14,1382,128,13,5,25,,,
2013-10-15,1383,128,13,5,25,,,
2013-10-16,1384,127,13,5,26,,,
2013-10-17,1385,127,13,5,26,,,
2013-10-18,1386,127,13,5,26,,,
2013-10-19,1387,127,13,5,26,,,
2013-10-20,1388,127,13,5,26,,,
2013-10-21,1389,127,13,5,26,,,
2013-10-22,1390,126,13,5,26,,,
2013-10-23,1391,126,13,5,26,,,
2013-10-24,1392,127,13,5,26,,,
2013-10-25,1393,126,13,5,26,,,
2013-10-26,1394,126,13,5,26,,,
2013-10-27,1395,126,13,5,26,,,
2013-10-28,1396,125,13,5,26,,,
2013-10-29,1397,125,12,5,27,,,
2013-10-30,1398,125,12,5,27,,,
2013-10-31,1399,125,12,5,28,,,
2013-11-01,1400,125,12,5,28,,,
2013-11-02,1401,125,12,5,28,,,
2013-11-03,1402,125,12,5,28,,,
2013-11-04,1403,125,12,5,28,,,
2013-11-05,1404,125,12,5,28,,,
2013-11-06,1405,125,12,5,29,,,
2013-11-07,1406,125,12,5,29,,,
2013-11-08,1407,125,12,5,29,,,
2013-11-09,1408,125,12,5,29,,,
2013-11-10,1409,125,12,5,29,,,
2013-11-11,1410,124,12,5,29,,,
2013-11-12,1411,125,12,5,29,,,
2013-11-13,1412,125,12,5,29,,,
2013-11-14,1413,125,12,5,29,,,
2013-11-15,1414,123,12,5,29,,,
2013-11-16,1415,123,12,5,29,,,
2013-11-17,1416,123,12,5,29,,,
2013-11-18,1417,123,12,5,29,,,
2013-11-19,1418,123,12,5,29,,,
2013-11-20,1419,123,12,5,29,,,
2013-11-21,1420,122,12,5,29,,,
2013-11-22,1421,123,12,5,29,,,
2013-11-23,1422,123,12,5,29,,,
2013-11-24,1423,123,12,5,29,,,
2013-11-25,1424,124,12,5,29,,,
2013-11-26,1425,124,12,5,29,,,
2013-11-27,1426,125,12,5,29,,,
2013-11-28,1427,125,12,5,29,,,
2013-11-29,1428,126,10,5,29,,,
2013-11-30,1429,126,10,5,29,,,
2013-12-01,1430,126,10,5,29,,,
2013-12-02,1431,126,10,5,29,,,
2013-12-03,1432,126,10,5,29,,,
2013-12-04,1433,126,10,5,26,,,
2013-12-05,1434,126,10,5,26,,,
2013-12-06,1435,123,12,5,27,,,
2013-12-07,1436,123,12,5,27,,,
2013-12-08,1437,122,14,5,27,,,
2013-12-09,1438,123,14,5,27,,,
2013-12-10,1439,123,14,5,27,,,
2013-12-11,1440,123,14,5,27,,,
2013-12-12,1441,124,14,31,,,,
2013-12-13,1442,124,14,31,,,,
2013-12-14,1443,124,14,31,,,,
2013-12-15,1444,124,14,31,,,,
2013-12-16,1445,125,14,31,,,,
2013-12-17,1446,125,14,31,,,,
2013-12-18,1447,126,14,31,,,,
2013-12-19,1448,126,14,31,,,,
2013-12-20,1449,126,14,30,,,,
2013-12-21,1450,126,14,30,,,,
2013-12-22,1451,126,14,30,,,,
2013-12-23,1452,126,14,30,,,,
2013-12-24,1453,126,14,30,,,,
2013-12-25,1454,126,14,30,,,,
2013-12-26,1455,126,14,30,,,,
2013-12-27,1456,126,14,30,,,,
2013-12-28,1457,126,14,30,,,,
2013-12-29,1458,126,14,30,,,,
2013-12-30,1459,128,14,30,,,,
2013-12-31,1460,128,14,30,,,,
2014-01-01,1461,128,14,30,,,,
2014-01-02,1462,128,14,30,,,,
2014-01-03,1463,127,14,29,,,,
2014-01-04,1464,127,14,29,,,,
2014-01-05,1465,128,14,29,,,,
2014-01-06,1466,129,14,29,,,,
2014-01-07,1467,129,14,29,,,,
2014-01-08,1468,130,14,29,,,,
2014-01-09,1469,129,14,30,,,,
2014-01-10,1470,129,14,30,,,,
2014-01-11,1471,129,14,30,,,,
2014-01-12,1472,129,14,30,,,,
2014-01-13,1473,131,14,30,,,,
