date,time,bug_id,degree,depth,severity,votes,comment_count,day_counter
2017-12-14 00:00:00.000000,2017-12-14 12:36:11.479545,1194999,0,0,3,0,1,2904
2017-12-14 00:00:00.000000,2017-12-13 15:46:21.652292,581795,0,0,3,0,2,2904
2017-12-21 00:00:00.000000,2017-12-21 11:02:45.696709,1297630,0,0,3,0,28,2911
2017-12-23 00:00:00.000000,2017-12-22 21:40:09.191018,1342476,0,0,3,0,7,2913
2017-12-23 00:00:00.000000,2017-12-22 11:19:55.815745,728238,0,0,3,0,11,2913
2017-12-26 00:00:00.000000,2017-12-23 16:25:39.752768,1416760,0,0,3,0,7,2916
2017-12-27 00:00:00.000000,2017-12-27 09:29:48.890308,1427131,0,0,5,0,2,2917
2018-01-07 00:00:00.000000,2018-01-06 12:26:19.950784,1195478,0,0,3,1,7,2928
2018-01-08 00:00:00.000000,2018-01-07 10:04:40.602891,643385,0,0,3,0,1,2929
2018-01-08 00:00:00.000000,2018-01-07 10:20:10.849280,865266,0,0,3,0,2,2929
2018-01-09 00:00:00.000000,2018-01-09 01:22:12.623397,1319174,0,0,3,0,8,2930
2018-01-15 00:00:00.000000,2018-01-14 05:59:18.640418,1342775,0,0,3,0,4,2936
2018-01-15 00:00:00.000000,2018-01-12 22:00:07.826087,1424917,1,1,3,0,16,2936
2018-01-24 00:00:00.000000,2018-01-23 20:34:56.161181,1367354,0,0,3,0,6,2945
2018-01-27 00:00:00.000000,2018-01-25 21:44:55.238388,1188660,0,0,3,2,5,2948
2018-01-31 00:00:00.000000,2018-01-31 16:47:51.251922,1395402,0,0,3,0,1,2952
2018-02-01 00:00:00.000000,2018-02-01 10:03:46.684673,1434626,1,1,3,1,7,2953
2018-02-05 00:00:00.000000,2018-02-03 15:47:18.123654,1433047,1,1,3,1,2,2957
2018-02-06 00:00:00.000000,2018-02-06 01:45:02.608696,1435506,0,0,4,0,4,2958
2018-02-12 00:00:00.000000,2018-02-10 03:01:08.784989,1302750,0,0,3,0,3,2964
2018-02-18 00:00:00.000000,2018-02-17 10:35:20.190711,1053919,0,0,3,2,2,2970
2018-02-19 00:00:00.000000,2018-02-18 22:30:05.850508,1073852,0,0,3,0,3,2971
