,day_counter,0,1,2,3,4,5
2012-01-24,23,1,,,,,
2012-01-25,24,1,,,,,
2012-01-26,25,1,,,,,
2012-01-27,26,1,,,,,
2012-01-28,27,1,,,,,
2012-01-29,28,1,,,,,
2012-01-30,29,1,,,,,
2012-01-31,30,2,,,,,
2012-02-01,31,2,,,,,
2012-02-02,32,1,,,,,
2012-02-03,33,1,,,,,
2012-02-04,34,2,,,,,
2012-02-05,35,2,,,,,
2012-02-06,36,2,,,,,
2012-02-07,37,2,,,,,
2012-02-08,38,2,,,,,
2012-02-09,39,2,,,,,
2012-02-10,40,3,,,,,
2012-02-11,41,3,,,,,
2012-02-12,42,3,,,,,
2012-02-13,43,4,,,,,
2012-02-14,44,4,,,,,
2012-02-15,45,4,,,,,
2012-02-16,46,4,,,,,
2012-02-17,47,4,,,,,
2012-02-18,48,4,,,,,
2012-02-19,49,4,,,,,
2012-02-20,50,6,,,,,
2012-02-21,51,7,,,,,
2012-02-22,52,8,,,,,
2012-02-23,53,8,,,,,
2012-02-24,54,7,,,,,
2012-02-25,55,5,2,,,,
2012-02-26,56,4,2,,,,
2012-02-27,57,4,2,,,,
2012-02-28,58,4,2,,,,
2012-02-29,59,4,2,,,,
2012-03-01,60,3,5,,,,
2012-03-02,61,4,5,,,,
2012-03-03,62,4,5,,,,
2012-03-04,63,4,5,,,,
2012-03-05,64,4,5,,,,
2012-03-06,65,4,5,,,,
2012-03-07,66,4,5,,,,
2012-03-08,67,5,5,,,,
2012-03-09,68,5,5,,,,
2012-03-10,69,5,5,,,,
2012-03-11,70,5,5,,,,
2012-03-12,71,5,5,,,,
2012-03-13,72,5,5,,,,
2012-03-14,73,5,5,,,,
2012-03-15,74,4,5,,,,
2012-03-16,75,4,5,,,,
2012-03-17,76,3,7,,,,
2012-03-18,77,4,7,,,,
2012-03-19,78,4,7,,,,
2012-03-20,79,4,7,,,,
2012-03-21,80,4,7,,,,
2012-03-22,81,4,7,,,,
2012-03-23,82,4,7,,,,
2012-03-24,83,4,7,,,,
2012-03-25,84,5,7,,,,
2012-03-26,85,5,7,,,,
2012-03-27,86,5,7,,,,
2012-03-28,87,5,7,,,,
2012-03-29,88,6,6,,,,
2012-03-30,89,6,6,,,,
2012-03-31,90,6,6,,,,
2012-04-01,,,,,,,
2012-04-02,,,,,,,
2012-04-03,,,,,,,
2012-04-04,3,,2,,,,
2012-04-05,4,,4,,,,
2012-04-06,5,,4,,,,
2012-04-07,6,,4,,,,
2012-04-08,7,,4,,,,
2012-04-09,8,1,2,,,,
2012-04-10,9,1,2,,,,
2012-04-11,10,2,,,,,
2012-04-12,11,3,,,,,
2012-04-13,12,2,2,,,,
2012-04-14,13,2,2,,,,
2012-04-15,14,2,2,,,,
2012-04-16,15,2,2,,,,
2012-04-17,16,2,2,,,,
2012-04-18,17,2,2,,,,
2012-04-19,18,2,2,,,,
2012-04-20,19,2,2,,,,
2012-04-21,20,2,2,,,,
2012-04-22,21,2,2,,,,
2012-04-23,22,2,2,,,,
2012-04-24,23,3,2,,,,
