,day_counter,0,1,2,3,4,5
2010-10-08,280,63,4,,,,
2010-10-09,281,64,4,,,,
2010-10-10,282,64,4,,,,
2010-10-11,283,64,4,,,,
2010-10-12,284,64,4,,,,
2010-10-13,285,63,4,,,,
2010-10-14,286,64,4,,,,
2010-10-15,287,64,4,,,,
2010-10-16,288,64,4,,,,
2010-10-17,289,64,4,,,,
2010-10-18,290,64,4,,,,
2010-10-19,291,62,4,,,,
2010-10-20,292,62,4,,,,
2010-10-21,293,63,4,,,,
2010-10-22,294,63,4,,,,
2010-10-23,295,63,4,,,,
2010-10-24,296,63,4,,,,
2010-10-25,297,63,4,,,,
2010-10-26,298,61,4,,,,
2010-10-27,299,61,4,,,,
2010-10-28,300,62,4,,,,
2010-10-29,301,63,4,,,,
2010-10-30,302,64,4,,,,
2010-10-31,303,64,4,,,,
2010-11-01,304,65,4,,,,
2010-11-02,305,67,4,,,,
2010-11-03,306,68,4,,,,
2010-11-04,307,68,4,,,,
2010-11-05,308,68,4,,,,
2010-11-06,309,66,6,,,,
2010-11-07,310,66,6,,,,
2010-11-08,311,66,6,,,,
2010-11-09,312,66,6,,,,
2010-11-10,313,67,6,,,,
2010-11-11,314,68,6,,,,
2010-11-12,315,68,6,,,,
2010-11-13,316,68,6,,,,
2010-11-14,317,68,6,,,,
2010-11-15,318,67,6,,,,
2010-11-16,319,67,6,,,,
2010-11-17,320,68,6,,,,
2010-11-18,321,68,6,,,,
2010-11-19,322,68,6,,,,
2010-11-20,323,68,6,,,,
2010-11-21,324,68,6,,,,
2010-11-22,325,67,6,,,,
2010-11-23,326,65,6,,,,
2010-11-24,327,66,6,,,,
2010-11-25,328,67,6,,,,
2010-11-26,329,67,6,,,,
2010-11-27,330,67,6,,,,
2010-11-28,331,68,6,,,,
2010-11-29,332,68,6,,,,
2010-11-30,333,70,6,,,,
2010-12-01,334,68,6,,,,
2010-12-02,335,68,6,,,,
2010-12-03,336,68,6,,,,
2010-12-04,337,66,6,,,,
2010-12-05,338,66,8,,,,
2010-12-06,339,66,8,,,,
2010-12-07,340,65,8,,,,
2010-12-08,341,65,8,,,,
2010-12-09,342,65,8,,,,
2010-12-10,343,65,8,,,,
2010-12-11,344,65,8,,,,
2010-12-12,345,62,8,,,,
2010-12-13,346,61,8,,,,
2010-12-14,347,61,8,,,,
2010-12-15,348,62,8,,,,
2010-12-16,349,61,8,,,,
2010-12-17,350,62,8,,,,
2010-12-18,351,62,8,,,,
2010-12-19,352,62,8,,,,
2010-12-20,353,61,8,,,,
2010-12-21,354,61,8,,,,
2010-12-22,355,61,8,,,,
2010-12-23,356,61,8,,,,
2010-12-24,357,61,8,,,,
2010-12-25,358,61,8,,,,
2010-12-26,359,62,8,,,,
2010-12-27,360,63,8,,,,
2010-12-28,361,64,8,,,,
2010-12-29,362,64,8,,,,
2010-12-30,363,63,8,,,,
2010-12-31,364,63,8,,,,
2011-01-01,365,63,8,,,,
2011-01-02,366,64,8,,,,
2011-01-03,367,65,8,,,,
2011-01-04,368,64,8,,,,
2011-01-05,369,65,8,,,,
2011-01-06,370,65,8,,,,
2011-01-07,371,65,8,,,,
2011-01-08,372,64,8,,,,
2011-01-09,373,64,8,,,,
2011-01-10,374,64,8,,,,
2011-01-11,375,64,8,,,,
2011-01-12,376,66,8,,,,
2011-01-13,377,67,8,,,,
2011-01-14,378,68,8,,,,
2011-01-15,379,68,8,,,,
2011-01-16,380,68,8,,,,
2011-01-17,381,66,8,,,,
2011-01-18,382,66,8,,,,
2011-01-19,383,66,8,,,,
2011-01-20,384,67,8,,,,
2011-01-21,385,67,8,,,,
2011-01-22,386,66,8,,,,
2011-01-23,387,66,8,,,,
2011-01-24,388,65,8,,,,
2011-01-25,389,65,8,,,,
2011-01-26,390,63,8,,,,
2011-01-27,391,61,10,,,,
2011-01-28,392,62,10,,,,
2011-01-29,393,62,10,,,,
2011-01-30,394,62,10,,,,
2011-01-31,395,63,10,,,,
2011-02-01,396,64,10,,,,
2011-02-02,397,65,10,,,,
2011-02-03,398,64,10,,,,
2011-02-04,399,64,10,,,,
2011-02-05,400,66,6,,,,
2011-02-06,401,66,6,,,,
2011-02-07,402,66,6,,,,
2011-02-08,403,67,6,,,,
2011-02-09,404,67,6,,,,
2011-02-10,405,67,6,,,,
2011-02-11,406,67,6,,,,
2011-02-12,407,68,6,,,,
2011-02-13,408,68,6,,,,
2011-02-14,409,68,6,,,,
2011-02-15,410,68,6,,,,
2011-02-16,411,69,6,,,,
2011-02-17,412,69,6,,,,
2011-02-18,413,69,6,,,,
2011-02-19,414,69,6,,,,
2011-02-20,415,69,6,,,,
2011-02-21,416,69,6,,,,
2011-02-22,417,68,6,,,,
2011-02-23,418,69,6,,,,
2011-02-24,419,71,6,,,,
2011-02-25,420,71,6,,,,
2011-02-26,421,71,6,,,,
2011-02-27,422,71,6,,,,
2011-02-28,423,71,6,,,,
2011-03-01,424,70,6,,,,
2011-03-02,425,70,6,,,,
2011-03-03,426,70,6,,,,
2011-03-04,427,73,6,,,,
2011-03-05,428,73,6,,,,
2011-03-06,429,74,6,,,,
2011-03-07,430,74,6,,,,
2011-03-08,431,74,6,,,,
2011-03-09,432,74,6,,,,
2011-03-10,433,75,6,,,,
2011-03-11,434,75,6,,,,
2011-03-12,435,76,6,,,,
2011-03-13,436,76,6,,,,
2011-03-14,437,76,6,,,,
2011-03-15,438,76,6,,,,
2011-03-16,439,77,4,,,,
2011-03-17,440,77,4,,,,
2011-03-18,441,77,4,,,,
2011-03-19,442,77,4,,,,
2011-03-20,443,77,4,,,,
2011-03-21,444,78,4,,,,
2011-03-22,445,78,4,,,,
2011-03-23,446,77,4,,,,
2011-03-24,447,78,4,,,,
2011-03-25,448,78,4,,,,
2011-03-26,449,79,4,,,,
2011-03-27,450,81,4,,,,
2011-03-28,451,81,4,,,,
2011-03-29,452,84,4,,,,
2011-03-30,453,85,4,,,,
2011-03-31,454,85,4,,,,
2011-04-01,455,85,4,,,,
2011-04-02,456,85,4,,,,
2011-04-03,457,85,4,,,,
2011-04-04,458,85,4,,,,
2011-04-05,459,86,4,,,,
2011-04-06,460,87,4,,,,
2011-04-07,461,87,4,,,,
2011-04-08,462,87,4,,,,
2011-04-09,463,87,4,,,,
2011-04-10,464,85,4,,,,
2011-04-11,465,85,4,,,,
2011-04-12,466,86,4,,,,
2011-04-13,467,86,4,,,,
2011-04-14,468,86,4,,,,
2011-04-15,469,86,4,,,,
2011-04-16,470,86,4,,,,
2011-04-17,471,85,4,,,,
2011-04-18,472,85,4,,,,
2011-04-19,473,85,4,,,,
2011-04-20,474,85,4,,,,
2011-04-21,475,85,4,,,,
2011-04-22,476,85,4,,,,
2011-04-23,477,85,4,,,,
2011-04-24,478,84,4,,,,
2011-04-25,479,84,6,,,,
2011-04-26,480,84,6,,,,
2011-04-27,481,83,8,,,,
2011-04-28,482,84,8,,,,
2011-04-29,483,85,8,,,,
2011-04-30,484,85,8,,,,
2011-05-01,485,85,8,,,,
2011-05-02,486,84,8,,,,
2011-05-03,487,84,8,,,,
2011-05-04,488,84,8,,,,
2011-05-05,489,85,8,,,,
2011-05-06,490,86,8,,,,
2011-05-07,491,88,8,,,,
2011-05-08,492,88,8,,,,
2011-05-09,493,86,8,,,,
2011-05-10,494,86,8,,,,
