,day_counter,0,1,2,3,4
2010-07-17,197,97,4,,,
2010-07-18,198,98,4,,,
2010-07-19,199,99,4,,,
2010-07-20,200,99,5,,,
2010-07-21,201,103,5,,,
2010-07-22,202,103,5,,,
2010-07-23,203,102,7,,,
2010-07-24,204,103,7,,,
2010-07-25,205,104,7,,,
2010-07-26,206,105,7,,,
2010-07-27,207,105,9,,,
2010-07-28,208,105,9,,,
2010-07-29,209,105,9,,,
2010-07-30,210,106,9,,,
2010-07-31,211,106,9,,,
2010-08-01,212,106,9,,,
2010-08-02,213,107,7,,,
2010-08-03,214,107,7,,,
2010-08-04,215,107,7,,,
2010-08-05,216,107,7,,,
2010-08-06,217,109,7,,,
2010-08-07,218,109,7,,,
2010-08-08,219,110,7,,,
2010-08-09,220,110,7,,,
2010-08-10,221,110,7,,,
2010-08-11,222,111,7,,,
2010-08-12,223,111,7,,,
2010-08-13,224,111,7,,,
2010-08-14,225,111,7,,,
2010-08-15,226,112,7,,,
2010-08-16,227,113,7,,,
2010-08-17,228,113,7,,,
2010-08-18,229,114,7,,,
2010-08-19,230,115,6,,,
2010-08-20,231,115,6,,,
2010-08-21,232,115,6,,,
2010-08-22,233,115,6,,,
2010-08-23,234,116,4,,,
2010-08-24,235,116,4,,,
2010-08-25,236,116,4,,,
2010-08-26,237,116,4,,,
2010-08-27,238,116,4,,,
2010-08-28,239,116,4,,,
2010-08-29,240,116,4,,,
2010-08-30,241,118,2,,,
2010-08-31,242,118,2,,,
2010-09-01,243,118,2,,,
2010-09-02,244,118,2,,,
2010-09-03,245,118,2,,,
2010-09-04,246,118,2,,,
2010-09-05,247,118,2,,,
2010-09-06,248,121,,,,
2010-09-07,249,118,2,,,
2010-09-08,250,118,2,,,
2010-09-09,251,118,2,,,
2010-09-10,252,118,2,,,
2010-09-11,253,121,,,,
2010-09-12,254,121,,,,
2010-09-13,255,121,,,,
2010-09-14,256,122,,,,
2010-09-15,257,123,,,,
2010-09-16,258,124,,,,
2010-09-17,259,125,,,,
2010-09-18,260,125,,,,
2010-09-19,261,125,,,,
2010-09-20,262,127,,,,
2010-09-21,263,127,,,,
2010-09-22,264,127,,,,
2010-09-23,265,127,,,,
2010-09-24,266,128,,,,
2010-09-25,267,129,,,,
2010-09-26,268,129,,,,
2010-09-27,269,129,,,,
2010-09-28,270,129,,,,
2010-09-29,271,129,,,,
2010-09-30,272,129,,,,
2010-10-01,273,130,,,,
2010-10-02,274,130,,,,
2010-10-03,275,131,,,,
2010-10-04,276,132,,,,
2010-10-05,277,132,,,,
2010-10-06,278,133,,,,
2010-10-07,279,133,,,,
2010-10-08,280,134,,,,
2010-10-09,281,135,,,,
2010-10-10,282,135,,,,
2010-10-11,283,136,,,,
2010-10-12,284,136,,,,
2010-10-13,285,137,,,,
2010-10-14,286,137,2,,,
2010-10-15,287,137,2,,,
2010-10-16,288,137,2,,,
2010-10-17,289,137,2,,,
2010-10-18,290,137,2,,,
2010-10-19,291,138,2,,,
2010-10-20,292,138,2,,,
2010-10-21,293,139,2,,,
2010-10-22,294,139,2,,,
2010-10-23,295,139,2,,,
2010-10-24,296,139,2,,,
2010-10-25,297,139,2,,,
2010-10-26,298,140,,,,
2010-10-27,299,141,,,,
2010-10-28,300,142,,,,
2010-10-29,301,143,,,,
2010-10-30,302,144,,,,
2010-10-31,303,144,,,,
2010-11-01,304,145,,,,
2010-11-02,305,147,,,,
2010-11-03,306,148,,,,
2010-11-04,307,150,,,,
2010-11-05,308,150,,,,
2010-11-06,309,149,2,,,
2010-11-07,310,149,2,,,
2010-11-08,311,149,2,,,
2010-11-09,312,149,2,,,
2010-11-10,313,150,2,,,
2010-11-11,314,152,2,,,
2010-11-12,315,152,2,,,
2010-11-13,316,152,2,,,
2010-11-14,317,152,2,,,
2010-11-15,318,153,2,,,
2010-11-16,319,154,2,,,
2010-11-17,320,155,2,,,
2010-11-18,321,155,2,,,
2010-11-19,322,155,2,,,
2010-11-20,323,155,2,,,
2010-11-21,324,155,2,,,
2010-11-22,325,155,2,,,
2010-11-23,326,156,2,,,
2010-11-24,327,157,2,,,
2010-11-25,328,158,2,,,
2010-11-26,329,158,2,,,
2010-11-27,330,158,2,,,
2010-11-28,331,160,,,,
2010-11-29,332,160,,,,
2010-11-30,333,163,,,,
2010-12-01,334,163,,,,
2010-12-02,335,163,,,,
2010-12-03,336,163,,,,
2010-12-04,337,163,,,,
2010-12-05,338,163,2,,,
2010-12-06,339,163,2,,,
2010-12-07,340,163,2,,,
2010-12-08,341,163,2,,,
2010-12-09,342,163,2,,,
2010-12-10,343,163,2,,,
2010-12-11,344,163,2,,,
2010-12-12,345,164,2,,,
2010-12-13,346,164,2,,,
2010-12-14,347,164,2,,,
2010-12-15,348,165,2,,,
2010-12-16,349,165,2,,,
2010-12-17,350,166,2,,,
2010-12-18,351,166,2,,,
2010-12-19,352,166,2,,,
2010-12-20,353,166,2,,,
2010-12-21,354,166,2,,,
2010-12-22,355,166,2,,,
2010-12-23,356,166,2,,,
2010-12-24,357,166,2,,,
2010-12-25,358,167,2,,,
2010-12-26,359,168,2,,,
2010-12-27,360,169,2,,,
2010-12-28,361,170,2,,,
2010-12-29,362,170,2,,,
2010-12-30,363,172,,,,
2010-12-31,364,172,,,,
2011-01-01,365,172,,,,
2011-01-02,366,173,,,,
2011-01-03,367,175,,,,
2011-01-04,368,176,,,,
2011-01-05,369,177,,,,
2011-01-06,370,178,,,,
2011-01-07,371,178,,,,
2011-01-08,372,180,,,,
